post_id,url,author_name,author_handle,published_at,text,impressions,likes,replies,reposts,bookmarks,spark_lab_visible_match,spark_lab_body_match,source_tabs,metric_label
2086418840637039067,https://x.com/marclou/status/2086418840637039067,Marc Lou,@marclou,2026-08-09T11:46:30.000Z,"And big thanks to Sparklab team 
@thisisCHUAN
 
@Yiwei_growth
 
@_koiwest_
 for making this happen <3
非常感谢 Sparklab 的团队 @thisisCHUAN @Yiwei_growth @_koiwest_ 让这一切成为可能<3",6066,12,1,2,1,False,False,Top,"1 reply, 2 reposts, 12 likes, Liked, 1 bookmark, 6066 views"
2086821101640851572,https://x.com/chrisparkX/status/2086821101640851572,Chris Park,@chrisparkX,2026-08-10T14:24:56.000Z,"2) is a great use case for X API
2）是 X API 的绝佳应用场景。",5749,33,8,1,4,False,False,Latest,"8 replies, 1 repost, 33 likes, 4 bookmarks, 5749 views"
2086709915956003296,https://x.com/ImNotAV1rus/status/2086709915956003296,ImNotAVirus,@ImNotAV1rus,2026-08-10T07:03:07.000Z,"Personally I focus on the tools I need and replacing the SaaS I pay for. That way, these are problems I'm familiar with, and I have my own ideas on how to solve them

Later on, I'll also try your first approach, but without an existing audience or established trust, I find that
就我个人而言，我专注于那些我需要的工具，并会替换那些我付费使用的 SaaS 服务。这样，这些问题就由我来处理，而且我也有自己的解决方案。

之后，我也会尝试你的第一种方法，不过这次是没有现有的受众群体，也没有建立起信任关系。我觉得那样会比较困难一些。",5541,7,2,0,0,False,False,Latest,"2 replies, 7 likes, 5541 views"
2086392335881867607,https://x.com/innovate_leo/status/2086392335881867607,Leo | Firsto.co,@innovate_leo,2026-08-09T10:01:10.000Z,"#ShanghaiIndieHackers  
@marclou",4153,33,5,1,2,False,False,"Latest,Top","5 replies, 1 repost, 33 likes, Liked, 2 bookmarks, 4153 views"
2086712095601815683,https://x.com/iamtonyzhu/status/2086712095601815683,Tony出海,@iamtonyzhu,2026-08-10T07:11:47.000Z,"Marc 给出的两个做产品的原则

一个产品、一个网站，基本上 10 分钟就能 AI复刻出来，但是背后的网络影响力、关系、营销方法、路径这些是无法复制的。

找到自己积累的这种东西，特别是现在做自媒体的，这种影响力是别人无法复制的。

第二种就是紧跟最新的趋势 就能喝到汤， 这个月科技 Twitter",4037,27,43,4,30,False,False,Latest,"43 replies, 4 reposts, 27 likes, 30 bookmarks, 4037 views"
2086365721672773789,https://x.com/purusa0x6c/status/2086365721672773789,purusha,@purusa0x6c,2026-08-09T08:15:25.000Z,"China ki PR pe moot diya 
很抱歉，我还未学习到如何回答这个问题的内容，暂时无法提供相关信息。",3982,44,4,2,4,False,False,"Latest,Top","4 replies, 2 reposts, 44 likes, 4 bookmarks, 3982 views"
2086743480181649585,https://x.com/dr/status/2086743480181649585,Dan Rowden,@dr,2026-08-10T09:16:30.000Z,"""Ship one feature in your MVP. See if anyone wants it. If they do, stay on it and listen to the people using it.""

And if not?

I've built three imo good products in the last few years (Huge, Basedoc, PollKit) and they all got zero-to-no traction. Should I have pushed harder?
在您的 MVP 中加入这个功能吧。看看是否有人想要使用它。如果有用户愿意使用，那就继续开发下去，同时关注那些实际使用该功能的用户的情况。

如果那样不行呢？

在过去的几年里，我开发了三款我认为不错的产品（Huge、Basedoc、PollKit）。不过这些产品的销量几乎为零，甚至没有任何市场反响。我应该更加努力地推广它们吗？",3767,8,8,0,3,False,False,Latest,"8 replies, 8 likes, 3 bookmarks, 3767 views"
2086403929747997004,https://x.com/damonchen/status/2086403929747997004,Damon Chen,@damonchen,2026-08-09T10:47:15.000Z,"Way too kind, Marc! You're now a hero to many, many more. 

Thank you for bringing your story and your energy to those young Chinese founders. So happy I made it today, let's do it again!

Until then, X every day haha
你太好了，马克！你现在成了更多人的英雄了。  

感谢您将自己的故事和正能量传递给那些中国的年轻创业者们。很高兴今天能来到这里，让我们再一起努力吧！

在那之前，每天都是 X 哈哈",3245,41,0,2,1,False,False,Top,"2 reposts, 41 likes, 1 bookmark, 3245 views"
2086691311177072910,https://x.com/Yiwei_growth/status/2086691311177072910,Yiwei,@Yiwei_growth,2026-08-10T05:49:12.000Z,"omg！！！！！！！
Love you Marc
(I’m really using 
http://
datafa.st everydayyou are actually my indiehacker hero
天啊！！！！！！！
爱你，马克
(我真的每天都使用 
http://
datafa.st ，  、  、  。你们真是我的“独立黑客英雄”啊。)",3020,23,1,1,0,False,False,"Latest,Top","1 reply, 1 repost, 23 likes, Liked, 3020 views"
2086437595358323034,https://x.com/yann_shi_/status/2086437595358323034,Yann Shi,@yann_shi_,2026-08-09T13:01:01.000Z,"So excited to meet two legends, 
@marclou
  and 
@damonchen
 !

I've heard so many inspiring stories about them, and standing next to them really makes me realize how much I still have to grow.

What impresses me most is that they share their most valuable experiences so openly. They
能见到两位传奇人物， @marclou 和 @damonchen ，真是太激动了！

我听过太多关于他们的励志故事。站在他们身边后，我才意识到自己还有许多需要提升的地方。

最让我印象深刻的是，他们如此坦诚地分享自己最宝贵的经验。他们……",2772,47,5,2,4,False,False,"Latest,Top","5 replies, 2 reposts, 47 likes, 4 bookmarks, 2772 views"
2086715049775857811,https://x.com/hezhiyan7/status/2086715049775857811,droidHZ,@hezhiyan7,2026-08-10T07:23:31.000Z,build in public ，为一群固定的群体做服务，每次有新产品不用从0冷启动，这么模式确实爽啊,2502,8,46,0,3,False,False,Latest,"46 replies, 8 likes, 3 bookmarks, 2502 views"
2086327142116438153,https://x.com/tongtongbee/status/2086327142116438153,Tongtong Bee ,@tongtongbee,2026-08-09T05:42:07.000Z,"老外在上海办开发者见面会遇到台风天，太惨了，今天上海各处都可以划船出行

夏天在上海办活动很容易碰到台风，以及选择老洋房虽然chill，但在台风天体验会更糟糕。

办活动永远需要Plan B，且万能的AI也无法控制台风。",2100,5,32,0,0,False,False,Latest,"32 replies, 5 likes, 2100 views"
2086457582705861119,https://x.com/thisisCHUAN/status/2086457582705861119,CHUAN,@thisisCHUAN,2026-08-09T14:20:26.000Z,"What a way to start. 
My first event 
@SparkLab_City
, and more than 100 builders showed up.
Grateful for everyone who came 
A good space is a container — it attracts the right people, creates unexpected connections, and brings like-minded builders and hackers together.
More to
真是糟糕的开始方式啊。  
我的第一次活动 @SparkLab_City ，有超过 100 名参与者出席。
感谢所有前来的人  
一个优秀的“空间”其实就是一个“容器”：它能够吸引合适的人士聚集在一起，促成意想不到的交流与合作，让志同道合的创客和黑客们团结在一起。
还有更多……",2069,29,4,3,1,False,False,"Latest,Top","4 replies, 3 reposts, 29 likes, Liked, 1 bookmark, 2069 views"
2086327467762192637,https://x.com/innovate_leo/status/2086327467762192637,Leo | Firsto.co,@innovate_leo,2026-08-09T05:43:25.000Z,#ShanghaiIndieHackers,1967,17,1,1,0,False,False,"Latest,Top","1 reply, 1 repost, 17 likes, 1967 views"
2086386274240520203,https://x.com/techyoutbe/status/2086386274240520203,Tech Fusionist,@techyoutbe,2026-08-09T09:37:05.000Z,"We plan our sprints, define our milestones, and track every task… but GOD has the final roadmap…. Stay Safe 
我们规划冲刺计划、确定各个里程碑，并跟踪每一项任务……但最终的走向还是由上帝来决定……  祝大家平安无事  ",1965,4,1,0,0,False,False,"Latest,Top","1 reply, 4 likes, 1965 views"
2086384301285994590,https://x.com/SparkLab_City/status/2086384301285994590,Spark Lab,@SparkLab_City,2026-08-09T09:29:15.000Z,"We’re live. The meetup w/
@marclou
 is happening now!
我们正在直播中。与 @marclou 的见面会现在正在进行中！",1746,23,1,0,0,True,False,"Latest,Top","1 reply, 23 likes, Liked, 1746 views"
2086351586281087435,https://x.com/razvanilin/status/2086351586281087435,Razvan Ilin (Raz),@razvanilin,2026-08-09T07:19:15.000Z,"When I see those kind of flip-flops and water, I always think of this 
每当我看到那种人字拖和海水，就会想起这件事  ",1738,11,0,0,0,False,False,Top,"11 likes, 1738 views"
2086316713617051702,https://x.com/cholf5/status/2086316713617051702,周尔复,@cholf5,2026-08-09T05:00:41.000Z,最近两次上海的台风真的非常讨厌，老是赶在周末，完全不想耽误打工人上班。结果好了，不但毁了所有人的周末，还毁了 Marc 费心组织的 meetup。,1687,6,33,1,0,False,False,"Latest,Top","33 replies, 1 repost, 6 likes, 1687 views"
2086407190777127272,https://x.com/FoxRick01/status/2086407190777127272,Rick A.F.,@FoxRick01,2026-08-09T11:00:12.000Z,"Huge! I missed today because of the typhoon  next time hopefully!
太糟糕了！因为台风的缘故，我今天没能去。希望下次能去吧！    ",1333,0,0,0,0,False,False,Top,1333 views
2086342491914256433,https://x.com/leonardoliuuu/status/2086342491914256433,Leo²,@leonardoliuuu,2026-08-09T06:43:07.000Z,"I was on my way, but all the didi couldn’t even drive much with the water level
我正在路上，但由于水位太高，所有的滴滴司机都无法正常驾驶。",1288,0,0,0,0,False,False,Top,1288 views
2086411915149135992,https://x.com/Yiwei_growth/status/2086411915149135992,Yiwei,@Yiwei_growth,2026-08-09T11:18:58.000Z,"In 
@SparkLab_City
 ,hosting Meetup with 
@marclou
 

It all started with a simple idea and an invitation.

But Actually, a dream come true!!!!(I’ve been user of 
http://
datafa.st I actually use it every single day


MarcLou is incredibly warm‑hearted and humble.
I even
在 @SparkLab_City 中，举办了一次与 @marclou 相关的聚会/活动

这一切都始于一个简单的想法和一份邀请。

不过，实际上，这真是一个梦想成真啊！！！我一直在使用 
http://
datafa.st 这个工具，实际上我每天都在使用它。
        

MarcLou 非常热情且谦逊有礼。
甚至……",1134,36,6,7,1,False,False,"Latest,Top","6 replies, 7 reposts, Reposted, 36 likes, Liked, 1 bookmark, 1134 views"
2086422866703110548,https://x.com/Pauline_Cx/status/2086422866703110548,Pauline Cx,@Pauline_Cx,2026-08-09T12:02:29.000Z,"This ""Where's Wally?"" was pretty fun. I found him in about 45 seconds
这个“沃利在哪里？”游戏相当有趣。我大概用了 45 秒就找到了他。",1125,4,2,0,0,False,False,Top,"2 replies, 4 likes, 1125 views"
2086641604321005879,https://x.com/cellinlab/status/2086641604321005879,Cell 细胞,@cellinlab,2026-08-10T02:31:41.000Z,"失败不会复利，缩短反馈才会！

Marc Lou 的十年独立开发叙事，
经逐时间戳重建、实体纠错与外部研究校验，
整理为一套能被普通构建者复用的学习系统。",1036,2,0,0,0,False,False,Latest,"2 likes, 1036 views"
2086335136631795830,https://x.com/0xinhua/status/2086335136631795830,Kevin Wu,@0xinhua,2026-08-09T06:13:53.000Z,"Typhoon landing, hope everyone will be safe there.
台风即将登陆，希望大家都能平安无事。",957,0,0,0,0,False,False,Top,957 views
2086327521042379218,https://x.com/wangdouglas/status/2086327521042379218,Douglas Wang,@wangdouglas,2026-08-09T05:43:37.000Z,"was planning to come from Hangzhou, but didn’t expect the typhoon to be bad.
原本打算从杭州过来，但没料到台风会这么猛烈。",927,0,0,0,0,False,False,Top,927 views
2086427314938880332,https://x.com/fantexi997/status/2086427314938880332,饭特稀 | Fentix,@fantexi997,2026-08-09T12:20:10.000Z,Two big names in the indie developer community met up - what a great atmosphere,868,0,0,0,0,False,False,Top,868 views
2086730310923001971,https://x.com/rain8miao/status/2086730310923001971,Rain Miao,@rain8miao,2026-08-10T08:24:10.000Z,"Everyone came to Marc Lou’s Shanghai meetup yesterday to learn how he design and build products.

But the most valuable lesson didn’t come from Marc.
It came from Jeff, whom I met in Marc's meetup.

He built a very successful business out off a niche boring market

In 2017, Jeff
昨天，大家都来到了马克·卢在上海举办的聚会现场，想了解他是如何设计和开发产品的。

但最宝贵的教训并非来自马克。
这是杰夫发给我的，我在马克的聚会上认识了他。

他在一个看似毫无前景的冷门市场中打造出了非常成功的生意。

2017 年，杰夫",790,2,1,0,1,False,False,Latest,"1 reply, 2 likes, 1 bookmark, 790 views"
2086328182605766941,https://x.com/innovate_leo/status/2086328182605766941,Leo | Firsto.co,@innovate_leo,2026-08-09T05:46:15.000Z,#ShanghaiIndieHackers,781,6,0,1,0,False,False,Latest,"1 repost, 6 likes, Liked, 781 views"
2086320057999577088,https://x.com/Pauline_Cx/status/2086320057999577088,Pauline Cx,@Pauline_Cx,2026-08-09T05:13:58.000Z,"Wow that's impressive , stay safe.
Replace run activity with swimming after meetup 
哇，真是了不起！注意安全哦。
聚会结束后，用游泳来代替跑步活动吧  ",757,1,0,0,0,False,False,Top,"1 like, 757 views"
2086350769377439938,https://x.com/stephenprice100/status/2086350769377439938,Stephen Price,@stephenprice100,2026-08-09T07:16:00.000Z,"Insane typhoon in Shanghai today but made it to the Indie Hacker meetup in great spirits :)
今天上海的台风简直可怕，不过我还是以愉快的心情参加了 Indie Hacker 的聚会 :)",734,8,3,0,1,False,False,"Latest,Top","3 replies, 8 likes, 1 bookmark, 734 views"
2086410528927199731,https://x.com/bohdanbasov/status/2086410528927199731,Bohdan,@bohdanbasov,2026-08-09T11:13:28.000Z,"The Goat! Hope to meet you the same way one day!
那只山羊！希望有朝一日也能以同样的方式与你相遇！",718,5,1,0,0,False,False,Top,"1 reply, 5 likes, 718 views"
2086400311808442729,https://x.com/0xBashS/status/2086400311808442729,Bash,@0xBashS,2026-08-09T10:32:52.000Z,"Hey Marc. Was planning to come check it out today. Shame about the weather. Shanghai really hasn’t been kind  If you decide to run it again, happy to help get things sorted. Been living here for 8+ years, so I know the city pretty well. Hopefully we get better weather next
嘿，马克。我本来打算今天去看看的。可惜天气不太好。上海的天气真是变幻莫测啊。如果你决定再次举办活动，我很乐意帮忙安排一切。我在这里已经住了 8 年多了，对这座城市相当熟悉。希望下次天气能好一些吧。",707,1,0,0,0,False,False,Top,"1 like, 707 views"
2086366977636053496,https://x.com/Yuhao_Guo1018/status/2086366977636053496,Yuhao,@Yuhao_Guo1018,2026-08-09T08:20:24.000Z,"Hey Indie Hackers of Shanghai!

If you’re based in Shanghai or happened to be in Shanghai, let’s meet up tonight! Grab a drink

Me and my tech co-founder (AI engineer 10+ yrs experience) here. Look forward to meet more interesting people/founders
嗨，上海的独立黑客们！

如果你住在上海，或者恰好在上海，那么今晚让我们见面吧！在 0#这个地方一起喝一杯吧。

我和我的技术联合创始人在这里——他是一名拥有 10 多年经验的 AI 工程师。非常期待能结识更多有趣的人或创始人！",609,9,3,1,1,False,False,"Latest,Top","3 replies, 1 repost, 9 likes, 1 bookmark, 609 views"
2086744205523906769,https://x.com/offpaths/status/2086744205523906769,Dara,@offpaths,2026-08-10T09:19:23.000Z,"didn't make it cause of the typhoon :( 

maybe he does another meetup? 
@marclou
 
由于台风的缘故，我们没能参加：(

也许他会再组织一次聚会吧？ @marclou  ",584,6,2,0,0,False,False,Latest,"2 replies, 6 likes, Liked, 584 views"
2086317045260689559,https://x.com/Yiwei_growth/status/2086317045260689559,Yiwei,@Yiwei_growth,2026-08-09T05:02:00.000Z,"@SparkLab_City
 
Home was flooded
Insane typhoon in ShangHai…

Most unhinged meetup so far 
@marclou
 

@istabyang
 
@_koiwest_
 
@thisisCHUAN

 @SparkLab_City 
家里被水淹没了
上海遭遇了极其猛烈的台风……

到目前为止，这是最混乱、最难以理解的聚会了 @marclou 
 @istabyang @_koiwest_ @thisisCHUAN ",570,9,2,1,0,False,False,Top,"2 replies, 1 repost, 9 likes, Liked, 570 views"
2086748256059728361,https://x.com/SparkLab_City/status/2086748256059728361,Spark Lab,@SparkLab_City,2026-08-10T09:35:28.000Z,"The typhoon tried to stop us. It didn’t. 

Almost 100 indie hackers showed up and made this happen. Huge thanks to everyone 
台风试图阻止我们前进。但它没能得逞。  

几乎有 100 名独立开发者参与了这项工作，共同促成了这一成果。衷心感谢每一位参与者  ",536,12,0,0,0,True,False,"Latest,Top","12 likes, Liked, 536 views"
2086442797478162721,https://x.com/thisisCHUAN/status/2086442797478162721,CHUAN,@thisisCHUAN,2026-08-09T13:21:41.000Z,"Thanks for coming, 
@damonchen
! So great having you here — love seeing aspiring builders shoulder to shoulder 
谢谢你的到来， @damonchen ！有你在这里真是太好了——很高兴看到那些有抱负的建造者们能够并肩合作，  ",531,5,0,1,0,False,False,"Latest,Top","1 repost, 5 likes, 531 views"
2086318216125776188,https://x.com/Yuhao_Guo1018/status/2086318216125776188,Yuhao,@Yuhao_Guo1018,2026-08-09T05:06:39.000Z,"Hey, how about we change to another venue for the meetup?!

We're 5 minutes from Spark Lab, and supposedly many people are too! 

Due to the heavy weather, we'd only need space for 100 people if lucky, since not many folks can show up.
嘿，我们换个地方聚会怎么样？！

我们距离 Spark Lab 只有 5 分钟的路程，据说很多人也是这么认为的！

由于天气恶劣，就算运气好的话，我们也只能容纳 100 人而已，因为没多少人会来参加。",526,1,0,0,0,True,True,Top,"1 like, 526 views"
2086324984293835256,https://x.com/Jackleecong/status/2086324984293835256,Leer-sol,@Jackleecong,2026-08-09T05:33:32.000Z,太惨了，老哥来上海组织个聚会，遇到台风了,515,0,0,0,0,False,False,Latest,515 views
2086326718936293648,https://x.com/rain8miao/status/2086326718936293648,Rain Miao,@rain8miao,2026-08-09T05:40:26.000Z,"I got my gear
我拿到我的装备了。",495,6,0,0,1,False,False,"Latest,Top","6 likes, Liked, 1 bookmark, 495 views"
2086735123177931081,https://x.com/alexmacgregor__/status/2086735123177931081,Alex MacGregor,@alexmacgregor__,2026-08-10T08:43:17.000Z,"Data moat or network effects is the way. Anything that purely relies on models is gonna be up against er...the models!
数据护城河或网络效应才是关键。任何完全依赖模型的做法，最终都会受到……模型的制约吧！",448,3,2,0,0,False,False,Latest,"2 replies, 3 likes, 448 views"
2086726661048017062,https://x.com/_koiwest_/status/2086726661048017062,koiwest,@_koiwest_,2026-08-10T08:09:40.000Z,"Still can’t believe we actually pulled this off 

Shanghai gave us rain, insane humidity, a typhoon, and even a flooded venue — and somehow almost 100 indie hackers still showed up. 

Huge thanks to Marc for bringing this energy to Shanghai, and especially to 
@AltheaLaure_

还是不敢相信我们真的做到了  

上海给我们带来了暴雨、极高的湿度、台风，甚至还有被水淹没的举办场地——但尽管如此，仍有近 100 名独立开发者来到了现场。  

非常感谢马克将这种正能量带到了上海，尤其要感谢 @AltheaLaure_ 。",402,5,0,0,0,False,False,"Latest,Top","5 likes, Liked, 402 views"
2086420869874671967,https://x.com/lucas_martinic/status/2086420869874671967,Lucas Martinic,@lucas_martinic,2026-08-09T11:54:33.000Z,"Looks so fun, would love to go one time
看起来很有趣，真想去玩一次。",359,1,0,0,0,False,False,Top,"1 like, 359 views"
2086407059873161628,https://x.com/haileyinchina/status/2086407059873161628,HaleyPark,@haileyinchina,2026-08-09T10:59:41.000Z,"Made it through the Shanghai rain for the 
@marclou
 indie hacker meetup

So many people showed up even in this weather，Shoes completely soaked, but such a meaningful time!!
在 @marclou 独立黑客聚会上，成功度过了上海的雨天。

尽管天气恶劣，还是有很多人前来参加。大家的鞋子都湿透了，但这是一次非常有意义的经历！！",348,9,4,0,0,False,False,"Latest,Top","4 replies, 9 likes, 348 views"
2086722453532017127,https://x.com/lxz2677/status/2086722453532017127,李行之,@lxz2677,2026-08-10T07:52:57.000Z,"「从失业状态，到做烂产品，到拿到第一个付费客户，到迭代产品让它们变得更好。」

短短的一句话，有多少人死在了半路上？不过创业不就是这样吗？

以前在大厂工作的时候，就一直向往做一个独立开发者，可那时候下班很晚，总会给自己找借口拖延，说明天再干吧。",343,3,2,0,0,False,False,Latest,"2 replies, 3 likes, 343 views"
2086365302007505057,https://x.com/Yuhao_Guo1018/status/2086365302007505057,Yuhao,@Yuhao_Guo1018,2026-08-09T08:13:45.000Z,"Indie hackers! 

If you still wants to meet up in Shanghai, DM me and we can have dinner tonight!! Now we’re 3
独立黑客们！

如果你还是想在上海见面，就给我发私信吧，我们今晚可以一起吃晚饭！！现在一共有 3 个人了。",340,1,0,0,0,False,False,Top,"1 like, 340 views"
2086432370509688864,https://x.com/Danniel_hu/status/2086432370509688864,Daniel,@Danniel_hu,2026-08-09T12:40:15.000Z,"The biggest thing I learned from Marc:

Get excited about ideas and ship them as fast as possible. Great ideas allow you to look beyond marketing data and discover unique value for both yourself and your customers. Being the first to ship is key to gaining much more market share
我从马克身上学到的最重要的一点是：

对各种创意充满热情，尽快将其付诸实践吧。优秀的创意能帮助你超越市场数据本身，为你自己和客户创造独特的价值。率先行动是获取更多市场份额的关键。",293,0,0,0,0,False,False,"Latest,Top",293 views
2086325920667955624,https://x.com/Braxxxx_Li/status/2086325920667955624,Braxxxx,@Braxxxx_Li,2026-08-09T05:37:16.000Z,"just check the street, maybe got to swim to join you guys
只要看看街道上的情况吧，也许得游过去才能和你们会合呢。     ",281,0,0,0,0,False,False,Top,281 views
2086448031180918966,https://x.com/JasonDigital/status/2086448031180918966,Jason Barrett,@JasonDigital,2026-08-09T13:42:29.000Z,"These are exactly the type of people you want turning up after being stuck in traffic at your event.

Full of insights.
这些人正是你在活动现场遇到交通堵塞后希望出现的那种人。

充满了深刻的见解。",265,0,0,0,0,False,False,Top,265 views
2086490195793514965,https://x.com/tsiakin/status/2086490195793514965,tsiakin,@tsiakin,2026-08-09T16:30:02.000Z,"感谢Marc 的分享，猜猜图片里哪个是我。大家的口语都太好了，我是在AI的辅助下才能听懂Marc的分享。

冒着台风天气去见见独立开发者 Marc Lou --这位 93 年出生的独立开发者，现在靠自己的 Saas 产品 去年 ARR",260,3,0,0,0,False,False,"Latest,Top","3 likes, 260 views"
2086450778739204495,https://x.com/ylin_/status/2086450778739204495,Yi Lin,@ylin_,2026-08-09T13:53:24.000Z,"Almost made it there but turned back due to the flood that I saw – I have an injured foot. Flew from Taipei to join this though. Would love to meet fellow developers. If anyone is meeting, I’ll be here until Thursday.
差点就到了那里，但由于看到的洪水情况而不得不返回。我的脚受伤了。不过还是从台北飞了过来参加这次活动。很希望能遇到其他开发者。如果有人也在参加的话，我会在这里待到星期四。",256,1,0,0,0,False,False,Top,"1 like, 256 views"
